id,NLpremise,NLconclusion,premise-FOL,conclusion-FOL,LLM-conclusion-FOL,label,prover9_answer
154,"ETS develops various standardized tests primarily in the United States for K-12 and higher education. 
ETS administers international tests, including the TOEFL, TOEIC, GRE, and subject tests.
Many of the assessments ETS develops are associated with entry to the US tertiary and quaternary education institutions. 
ETS also develops K-12 statewide assessments used for accountability testing in many states.",ETS develops assessments for K-12 statewide as well as entry to US tertiary and quaternary education institutions.,"∃x ∃y (Develop(eTS, x) ∧ Develop(eTS, y) ∧ StandardizedTest(x) ∧ StandardizedTest(y) ∧ In(x, unitedState) ∧ In(y, unitedState) ∧ For(x, k12AndHigherEducation) ∧ For(y, k12AndHigherEducation))
∃x (Administer(eTS, x) ∧ InternationalTest(x) ∧ (TOEFL(x) ∨ TOEIC(x) ∨ GRE(x) ∨ SubjectTest(x)))
∃x (Develop(eTS, x) ∧ AssociatedWith(x, entryToUSEducationInstitution))
∃x (Develop(eTS, x) ∧ StateWideAssesment(x) ∧ UsedFor(x, accountabilityTesting))","∃x ∃y (Develop(eTS, x) ∧ StateWideAssesment(x) ∧ Develop(eTS, y) ∧ AssociatedWith(y, entryToUSEducationInstitution))","(exists x (Develops(ETS, x) & IsAssessment(x) & ForEducationLevel(x, K12) & IsStatewide(x))) & (exists y (Develops(ETS, y) & IsAssessment(y) & AssociatedWithEntryTo(y, USTertiaryEducation) & AssociatedWithEntryTo(y, USQuaternaryEducation)))",True,Uncertain
155,"Islip Speedway is the smallest race track.
There was a demolition derby on the smallest race track.
Islip is either demolished or still being used.
Speedways that are still being used have races held at them.
Islip doesn't have races held at it.",Islip is still being used.,"Speedway(islip) ∧ SmallestRaceTrack(islip)
∃x ∃y (DemolitionDerby(x) ∧ SmallestRaceTrack(y) ∧ On(x, y))
Demolished(islip) ⊕ StillUsed(islip)
∀x (Speedway(x) ∧ StillUsed(x) → Have(races, heldAt, x))
¬Have(races, heldAt, islip)",StillUsed(islip),StillBeingUsed(IslipSpeedway),False,Uncertain
158,"All birds have wings.
Animals with wings aren't reptiles.
Some animals that fly are birds.
If something is an iguana, then it is a reptile. Simeng: All iguanas are reptiles. 
John is either both an iguana and a bird, or he is neither. 
John is an animal.",John is an animal that can fly and John is a bird.,"∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
∀x (Animal(x) ∧ (∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z))) → ¬Reptile(x))
∃x (Animal(x) ∧ Fly(x) ∧ Bird(x))
∀x (Iguana(x) → Reptile(x))
¬(Iguana(john) ⊕ Bird(john))
Animal(john)",Animal(john) ∧ Fly(john) ∧ Bird(john),(Animal(John) & Flies(John) & Bird(John)),False,Uncertain
161,"Adventures of Rusty is a drama film and children's film.
Columbia Pictures produced Adventures of Rusty.
Tintin was produced by Paramount.
Tintin is an adventure film.",Columbia pictures produced some drama film.,"DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty)
Produces(columbiaPictures, adventuresOfRusty)
Produces(paramount, tintin)
AdventureFilm(tintin)","∃x (DramaFilm(x) ∧ Produces(columbiaPictures, x))","exists x (DramaFilm(x) & Produced(ColumbiaPictures, x))",True,Uncertain
166,"Luzon is an island in the Philippines.
In December 1999, an earthquake struck Luzon.
People died in the December 1999 earthquake in Luzon.",No one has ever died in an earthquake that struck the Philippines.,"Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))","∀x ∀y ((Earthquake(x) ∧ StrikeInCity(x, y) ∧ In(y, philippines)) → ¬Deadly(x))","all p all e ( (Person(p) & Earthquake(e) & Struck(e, Philippines)) -> -DiedIn(p, e) )",False,Uncertain
167,"Adventures of Rusty is a drama film and children's film.
Columbia Pictures produced Adventures of Rusty.
Tintin was produced by Paramount.
Tintin is an adventure film.",Paramount produces adventure films.,"DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty)
Produces(columbiaPictures, adventuresOfRusty)
Produces(paramount, tintin)
AdventureFilm(tintin)","∃x (AdventureFilm(x) ∧ Produces(paramount, x))","exists x (Produced(Paramount, x) & AdventureFilm(x))",True,Uncertain
171,"Philatelic literature is divided into the following categories: Stamp catalogs, Periodicals, Auction catalogs, Books, Bibliographies, and Background Material.
Mort is not a Stamp catalog.
Mort is not a periodical, auction catalog, bibliography, or background material.
Mort is a piece of Philatelic literature.",Mort is background material.,"∀x (PhilatelicLit(x) → (Stamp(x) ∨ Periodical(x) ∨ Auction(x) ∨ Book(x) ∨ Bibliography(x) ∨ Background(x)))
¬Stamp(mort)
¬(Periodical(mort) ∨ Auction(mort) ∨ Bibliography(mort) ∨ Background(mort))
PhilatelicLit(mort)",Background(mort),"IsA(Mort, BackgroundMaterial)",False,Uncertain
173,"American superheroes come from either the DC Universe or Marvel Universe.
Captain America is one of America's top-ten favorite superheroes
Captain America does not come from the DC Universe.
America's top-ten favorite superheroes speak English.
Some superheroes speak both English and Spanish.",Captain America comes from the Marvel universe.,"∀x (Superhero(x) ∧ American(x) → ComeFrom(x, dCUniverse) ⊕ ComeFrom(x, marvelUniverse)) 
American(captainAmerica) ∧ TopTenFavorite(captainAmerica) ∧ Superhero(captainAmerica) 
¬ComeFrom(captainAmerica, dCUniverse)
∀x (American(x) ∧ TopTenFavorite(x) ∧ Superhero(x)  → Speak(x, english)) 
∃x (Superhero(x) → (Speak(x, english) ∧ Speak(x, spanish)))","ComeFrom(captainAmerica, marvelUniverse)",FromMarvelUniverse(CaptainAmerica),True,Uncertain
175,"Luzon is an island in the Philippines.
In December 1999, an earthquake struck Luzon.
People died in the December 1999 earthquake in Luzon.","In 1999, there was at least one earthquake in the Philippines.","Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))","∃x ∃y (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, y) ∧ In(y, philippines))","exists e (Earthquake(e) & OccurredIn(e, 1999) & LocatedIn(e, Philippines))",True,Uncertain
176,"All sports cars are loud.
No loud cars are electric.
If a car is a Ferrari, then it is a sports car.
All cars made in Maranello are Ferraris.
The Toyota Prius is made in Maranello or is a loud car, or both.",The Toyota Prius is not an electric car.,"∀x (SportsCar(x) → LoudCar(x))
∀x (LoudCar(x) → ¬ElectricCar(x))
∀x (Ferrari(x) → SportsCar(x))
∀x ((Car(x) ∧ MadeIn(x, maranello)) → Ferrari(x))
(Car(toyotaPrius) ∧ MadeIn(toyotaPrius, maranello)) ∨ LoudCar(toyotaPrius)",¬ElectricCar(toyotaPrius),-Electric(toyotaPrius),True,Uncertain
179,"All sports cars are loud.
No loud cars are electric.
If a car is a Ferrari, then it is a sports car.
All cars made in Maranello are Ferraris.
The Toyota Prius is made in Maranello or is a loud car, or both.",Prius is an electric car.,"∀x (SportsCar(x) → LoudCar(x))
∀x (LoudCar(x) → ¬ElectricCar(x))
∀x (Ferrari(x) → SportsCar(x))
∀x ((Car(x) ∧ MadeIn(x, maranello)) → Ferrari(x))
(Car(toyotaPrius) ∧ MadeIn(toyotaPrius, maranello)) ∨ LoudCar(toyotaPrius)",ElectricCar(toyotaPrius),Electric(prius),False,Uncertain
182,"All sports cars are loud.
No loud cars are electric.
If a car is a Ferrari, then it is a sports car.
All cars made in Maranello are Ferraris.
The Toyota Prius is made in Maranello or is a loud car, or both.","If The Toyota Prius is a Ferrari or a loud car, then The Toyota Prius is an electric car.","∀x (SportsCar(x) → LoudCar(x))
∀x (LoudCar(x) → ¬ElectricCar(x))
∀x (Ferrari(x) → SportsCar(x))
∀x ((Car(x) ∧ MadeIn(x, maranello)) → Ferrari(x))
(Car(toyotaPrius) ∧ MadeIn(toyotaPrius, maranello)) ∨ LoudCar(toyotaPrius)",Ferrari(toyotaPrius) ∨ LoudCar(toyotaPrius) → ElectricCar(toyotaPrius),(Ferrari(ToyotaPrius) | LoudCar(ToyotaPrius)) -> ElectricCar(ToyotaPrius),False,Uncertain
184,"If something is a plant, then it is not a cute animal. Simeng: All plants are not cute animals. 
All flowers are plants.
Every kitten is a cute animal.
If something is grown in a garden, then it is a flower.
Piper is a kitten or a cute animal.",Piper was grown in a garden.,"∀x (Plant(x) → ¬CuteAnimal(x))
∀x (Flower(x) → Plant(x))
∀x (Kitten(x) → CuteAnimal(x))
∀x (GrownIn(x, garden) → Flower(x))
Kitten(piper) ∨ CuteAnimal(piper)","GrownIn(piper, garden)",GrownInGarden(Piper),False,Uncertain
185,"American superheroes come from either the DC Universe or Marvel Universe.
Captain America is one of America's top-ten favorite superheroes
Captain America does not come from the DC Universe.
America's top-ten favorite superheroes speak English.
Some superheroes speak both English and Spanish.",Captain America does not speak English.,"∀x (Superhero(x) ∧ American(x) → ComeFrom(x, dCUniverse) ⊕ ComeFrom(x, marvelUniverse)) 
American(captainAmerica) ∧ TopTenFavorite(captainAmerica) ∧ Superhero(captainAmerica) 
¬ComeFrom(captainAmerica, dCUniverse)
∀x (American(x) ∧ TopTenFavorite(x) ∧ Superhero(x)  → Speak(x, english)) 
∃x (Superhero(x) → (Speak(x, english) ∧ Speak(x, spanish)))","¬Speak(captainAmerica, english)",-SpeakEnglish(CaptainAmerica),False,Uncertain
189,"Belgium, France, and Germany are European countries.
Paris is the capital of France.
The Eiffel Tower is one of the main tourist attractions located in Paris.
Some people who live in Belgium speak French.
If John goes to Europe, he will see some tourist attractions.
John speaks French.",The Eiffel Tower is located in the capital of France.,"EuropeanCountry(belgium) ∧ EuropeanCountry(france) ∧ EuropeanCountry(germany)
CapitalOf(paris, france)
TouristAttraction(eiffelTower) ∧ LocatedIn(eiffelTower, paris)
∃x (LiveIn(x, belgium) → Speak(x, french))
∃x (GoTo(john, europe) → (See(john, x) ∧ TouristAttraction(x)))
Speak(john, french)","∃x (CapitalOf(x, france) ∧ LocatedIn(eiffelTower, x))","LocatedIn(EiffelTower, Paris)",True,Uncertain
191,"If something is a plant, then it is not a cute animal. Simeng: All plants are not cute animals. 
All flowers are plants.
Every kitten is a cute animal.
If something is grown in a garden, then it is a flower.
Piper is a kitten or a cute animal.",Piper was not grown in a garden.,"∀x (Plant(x) → ¬CuteAnimal(x))
∀x (Flower(x) → Plant(x))
∀x (Kitten(x) → CuteAnimal(x))
∀x (GrownIn(x, garden) → Flower(x))
Kitten(piper) ∨ CuteAnimal(piper)","¬GrownIn(piper, garden)",-GrownInGarden(Piper),True,Uncertain
196,"Michael O'Donnell is a British physician, journalist, author, and broadcaster.
One of the word-setters of My Word! was Michael O'Donnell.
The magazine World Medicine was edited by Michael O'Donnell.
Michael O'Donnell was born in Yorkshire as the son of a general practitioner.",There are no British authors.,"British(michael) ∧ Physician(michael) ∧ Journalist(michael) ∧ Author(michael) ∧ Broadcaster(michael)
WordSetter(michael)
Magazine(worldMedicine) ∧ EditedBy(worldMedicine, michael)
BornIn(michael, yorkshire) ∧ ∃x(SonOf(michael, x) ∧ GeneralPractitioner(x))",∀x (British(x) → ¬Author(x)),all x (IsBritish(x) -> -IsAuthor(x)),False,Uncertain
198,"Michael O'Donnell is a British physician, journalist, author, and broadcaster.
One of the word-setters of My Word! was Michael O'Donnell.
The magazine World Medicine was edited by Michael O'Donnell.
Michael O'Donnell was born in Yorkshire as the son of a general practitioner.",The son of a general practitioner was a word-setter of My Word!.,"British(michael) ∧ Physician(michael) ∧ Journalist(michael) ∧ Author(michael) ∧ Broadcaster(michael)
WordSetter(michael)
Magazine(worldMedicine) ∧ EditedBy(worldMedicine, michael)
BornIn(michael, yorkshire) ∧ ∃x(SonOf(michael, x) ∧ GeneralPractitioner(x))","∃x ∃y (SonOf(x, y) ∧ GeneralPractitioner(y) ∧ WordSetter(x))","WordSetterOf(MichaelODonnell, MyWord)",True,Uncertain
200,"All volunteers receive intangible benefits for their work.
Volunteers work regularly or on an as-needed basis.
Some volunteers are trained.
Volunteers work in groups or individually.
Environmental volunteers contribute toward environmental management or conservation.
Participating in natural disaster response is an example of volunteers working in groups on an as-needed basis.",Volunteers who participate in natural disaster response receive intangible benefits for their work.,"∀x (Volunteer(x) → Receive(x, intangibleBenefit))
∀x (Volunteer(x) → WorkRegularly(x) ⊕ WorkAsNeeded(x))
∃x (Volunteer(x) → Trained(x))
∀x (Volunteer(x) → (WorkInGroup(x) ∨ WorkIndividually(x)))
∀x (Volunteer(x) ∧ Environmental(x) → (ContributeTo(x, environmentalManagement) ∨ ContributeTo(x, environmentalConservation)))
∃x (Volunteer(x) ∧ ContributeTo(x, naturalDisasterResponse) → WorkInGroup(x) ∧ WorkAsNeeded(x))","∀x (Volunteer(x) ∧ ContributeTo(x, naturalDisasterResponse) → Receive(x, intangibleBenefit))",all x (Volunteer(x) & ParticipatesInNaturalDisasterResponse(x) -> ReceivesIntangibleBenefits(x)),True,Uncertain
203,"No fish are birds.
An osprey is a bird.
A carp is a fish.
All goldfish are carp.
If Bubbles is either an osprey or a goldfish, then Bubbles is not also a fish.",Bubbles is a goldfish.,"∀x (Fish(x) → ¬Bird(x))
∀x (Osprey(x) → Bird(x))
∀x (Carp(x) → Fish(x))
∀x (Goldfish(x) → Carp(x))
Osprey(bubbles) ⊕ Goldfish(bubbles) → ¬Fish(bubbles)",Goldfish(bubbles),Goldfish(Bubbles),False,Uncertain
204,"A roundel is a rounded artillery fortification.
A roundel is not higher than adjacent walls. 
Cannons can be deployed on artillery fortifications. 
Roundels are the oldest artillery fortifications.
Battery towers are artillery fortifications.",Cannons can be deployed on battery towers.,"∀x (Roundel(x) → (Rounded(x) ∧ ArtilleryFortification(x)))
∀x ∀y ((Roundel(x) ∧ AdjacentWalls(x,y)) → ¬Higher(x, y))
∀x (ArtilleryFortification(x) → DeployCannons(x))
∀x ∀y ((Roundel(x) ∧ ArtilleryFortification(y)) → Older(x, y))
∀x (BatteryTower(x) → ArtilleryFortification(x))",∀x (BatteryTower(x) → DeployCannons(x)),"all x (Cannon(x) -> all y (BatteryTower(y) -> CanBeDeployedOn(x, y)))",True,Uncertain
205,"A roundel is a rounded artillery fortification.
A roundel is not higher than adjacent walls. 
Cannons can be deployed on artillery fortifications. 
Roundels are the oldest artillery fortifications.
Battery towers are artillery fortifications.",Cannons can be deployed on roundels.,"∀x (Roundel(x) → (Rounded(x) ∧ ArtilleryFortification(x)))
∀x ∀y ((Roundel(x) ∧ AdjacentWalls(x,y)) → ¬Higher(x, y))
∀x (ArtilleryFortification(x) → DeployCannons(x))
∀x ∀y ((Roundel(x) ∧ ArtilleryFortification(y)) → Older(x, y))
∀x (BatteryTower(x) → ArtilleryFortification(x))",∀x (Roundel(x) → DeployCannons(x)),all x (Roundel(x) -> CanDeployCannonsOn(x)),True,Uncertain
212,"DI Ray is a police procedural television series.
DI Ray was created and written by Maya Sondhi.
DI Ray was produced by Jed Mercurio.
Maya Sondhi and Jed Mercurio are both British.",DI Ray was created by a Brit.,"TelevisionSeries(dIRay) ∧ PoliceProcedural(dIRay)
Creates(maya, dIRay) ∧ Writes(maya, dIRay)
Produces(jed, dIRay)
British(maya) ∧ British(jed)","∃x (British(x) ∧ Creates(x, dIRay))","exists y (CreatedBy(diRay, y) & British(y))",True,Uncertain
214,"Everything in Size Town is big or small.
All big things in Size Town are heavy.
All small things in Size Town are light.
All heavy things in Size Town are still.
All light things in Size Town are unstable.
All unstable things in Size Town are changing.
All unstable things in Size Town are unpredictable.
The bird is in Size Town and it is not both heavy and still.",The bird is either unpredictable or changing.,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))
∀x (Big(x) ∧ In(x, sizeTown) → Heavy(x))
∀x (Small(x) ∧ In(x, sizeTown) → Light(x))
∀x (Heavy(x) ∧ In(x, sizeTown) → Still(x))
∀x (Light(x) ∧ In(x, sizeTown) → Unstable(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Changing(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Unpredictable(x))
In(bird, sizeTown) ∧ ¬(Heavy(bird) ∧ Still(bird))",Unpredictable(bird) ⊕ Changing(bird),(Unpredictable(bird) | Changing(bird)),False,True
215,"Everything in Size Town is big or small.
All big things in Size Town are heavy.
All small things in Size Town are light.
All heavy things in Size Town are still.
All light things in Size Town are unstable.
All unstable things in Size Town are changing.
All unstable things in Size Town are unpredictable.
The bird is in Size Town and it is not both heavy and still.","If the bird is small or still, then it is either unpredictable or changing.","∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))
∀x (Big(x) ∧ In(x, sizeTown) → Heavy(x))
∀x (Small(x) ∧ In(x, sizeTown) → Light(x))
∀x (Heavy(x) ∧ In(x, sizeTown) → Still(x))
∀x (Light(x) ∧ In(x, sizeTown) → Unstable(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Changing(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Unpredictable(x))
In(bird, sizeTown) ∧ ¬(Heavy(bird) ∧ Still(bird))",Small(bird) ∨ Still(bird) → Unpredictable(bird) ⊕ Changing(bird),((Small(bird) | Still(bird)) -> (Unpredictable(bird) | Changing(bird))),False,True
222,"Everyone who took the bar exam can read. 
All lawyers took the bar exam. 
Everyone who took the bar exam is knowledgeable about criminal procedures. 
All people who got a score of 180 on the LSAT can read. 
No elephants can read. 
If Mike can not read or is not an elephant, then Mike either took the bar exam or can read.",Mike took the bar exam.,"∀x (Take(x, barExam) → CanRead(x))
∀x (Lawyer(x) → Take(x, barExam))
∀x (Take(x, barExam) → KnowledgeableAbout(x, criminalProceeder))
∀x (GetOn(x, scoreOf180, lSAT) → CanRead(x))
∀x (Elephant(x) → ¬CanRead(x))
¬(CanRead(mike) ∧ Elephant(mike)) → Take(mike, barExam) ⊕ CanRead(mike)","Take(mike, barExam)",TookBarExam(Mike),False,Uncertain
224,"DI Ray is a police procedural television series.
DI Ray was created and written by Maya Sondhi.
DI Ray was produced by Jed Mercurio.
Maya Sondhi and Jed Mercurio are both British.",Some Brit produced a television series.,"TelevisionSeries(dIRay) ∧ PoliceProcedural(dIRay)
Creates(maya, dIRay) ∧ Writes(maya, dIRay)
Produces(jed, dIRay)
British(maya) ∧ British(jed)","∃x ∃y(British(x) ∧ TelevisionSeries(y) ∧ Produces(x, y))","exists x (British(x) & exists y (TelevisionSeries(y) & ProducedBy(y, x)))",True,Uncertain
228,"Some teachers who work at pools are not nice.
All teachers working at pools are pool managers.
All pool managers are lifeguards.
If someone is a lifeguard, then they work at a pool.
Mary does not work at a pool.",Mary is not a nice teacher working at a pool.,"∃x (Teacher(x) ∧ WorkAt(x, pool) ∧ ¬Nice(x))
∀x (Teacher(x) ∧ WorkAt(x, pool) → PoolManager(x))
∀x (PoolManager(x) → Lifeguard(x))
∀x (Lifeguard(x) → WorkAt(x, pool))
¬WorkAt(mary, pool)","¬(Nice(mary) ∧ Teacher(mary) ∧ WorkAt(mary, pool))",(Teacher(mary) & WorksAtPool(mary) & -Nice(mary)),True,Uncertain
229,"Some teachers who work at pools are not nice.
All teachers working at pools are pool managers.
All pool managers are lifeguards.
If someone is a lifeguard, then they work at a pool.
Mary does not work at a pool.",Mary is is a nice teacher working at a pool.,"∃x (Teacher(x) ∧ WorkAt(x, pool) ∧ ¬Nice(x))
∀x (Teacher(x) ∧ WorkAt(x, pool) → PoolManager(x))
∀x (PoolManager(x) → Lifeguard(x))
∀x (Lifeguard(x) → WorkAt(x, pool))
¬WorkAt(mary, pool)","Nice(mary) ∧ Teacher(mary) ∧ WorkAt(mary, pool)",Nice(Mary) & Teacher(Mary) & WorksAtPool(Mary),False,Uncertain
234,"TOra is a GUI.
GUIs are software.
Software can be free or paid.
Paid Software is not under the GNU General Public License.
TOra is under the GNU General Public License.",TOra is a paid software.,"GUI(tora)
∀x (GUI(x) → Software(x))
∀x (Software(x) → Free(x) ⊕ Paid(x))
∀x (Paid(x) ∧ Software(x) → ¬UnderGNULicense(x))
UnderGNULicense(tora)",Paid(tora) ∧ Software(tora),Paid(TOra),False,Uncertain
236,"TOra is a GUI.
GUIs are software.
Software can be free or paid.
Paid Software is not under the GNU General Public License.
TOra is under the GNU General Public License.",TOra is a free software.,"GUI(tora)
∀x (GUI(x) → Software(x))
∀x (Software(x) → Free(x) ⊕ Paid(x))
∀x (Paid(x) ∧ Software(x) → ¬UnderGNULicense(x))
UnderGNULicense(tora)",Free(tora) ∧ Software(tora),(Free(TOra) & Software(TOra)),True,Uncertain
237,"People on the payroll are being paid by the school.
If someone has a job at a school, then they are on the payroll.
All faculty members have a job at a school.
If someone teaches students, they are a faculty member or a teacher.
Every teacher has students.
If Nancy is a teacher, then they are on the payroll.
If Nancy is not a teacher, then they are not paid by the school.
Nancy teaches students.",Nancy is paid by the school and has students.,"∀x (OnPayroll(x) → PaidBy(x, school))
∀x (HaveJobAt(x, school) → OnPayroll(x))
∀x (FacultyMember(x) → HaveJobAt(x, school))
∀x (Teach(x, student) → FacultyMember(x) ∨ Teacher(x))
∀x (Teacher(x) → Have(x, student))
Teacher(nancy) → OnPayroll(nancy)
¬Teacher(nancy) → ¬OnPayroll(nancy)
Teach(nancy, student)","PaidBy(nancy, school) ∧ Have(nancy, student)",PaidBySchool(Nancy) & HasStudents(Nancy),True,Uncertain
238,"A roundel is a rounded artillery fortification.
A roundel is not higher than adjacent walls. 
Cannons can be deployed on artillery fortifications. 
Roundels are the oldest artillery fortifications.
Battery towers are artillery fortifications.",Roundels are older than battery towers.,"∀x (Roundel(x) → (Rounded(x) ∧ ArtilleryFortification(x)))
∀x ∀y ((Roundel(x) ∧ AdjacentWalls(x,y)) → ¬Higher(x, y))
∀x (ArtilleryFortification(x) → DeployCannons(x))
∀x ∀y ((Roundel(x) ∧ ArtilleryFortification(y)) → Older(x, y))
∀x (BatteryTower(x) → ArtilleryFortification(x))","∀x ∀y ((Roundel(x) ∧ BatteryTower(y)) → Older(x, y))","all x (Roundel(x) -> all y (BatteryTower(y) -> OlderThan(x, y)))",True,Uncertain
241,"Detroit City is a horse.
Some horses are racehorses.
If a horse falls in a race, it poses risks to its rider.
Detroit City fell in a race.
A horse is a racehorse if it is in a race.",Detroit City is a racehorse.,"Horse(detroitcity)
∃x (Horse(x) ∧ Racehorse(x))
∀x (Horse(x) ∧ InRace(x) ∧ Falls(x) → PoseRiskTo(x, rider))
InRace(detroitcity) ∧ Fall(detroitcity)
∀x (Horse(x) ∧ InRace(x) → Racehorse(x))",Racehorse(detroitcity),Racehorse(DetroitCity),True,Uncertain
242,"If a person doesn't have enough money to buy a product, then that person can't buy it.
Monitors are products.
4k monitors are more expensive than 1080 monitors and 2k monitors.
John is a person.
John doesn't have enough money to buy a 2k monitor.",John can't buy a 2k monitor.,"∀x ∀y (Person(x) ∧ Product(y) ∧ ¬HaveEnoughMoneyFor(x, y) → ¬Buy(x, y))
∀x (Monitor(x) → Product(x))
∀x ∀y ∀z (Monitor(x) ∧ Monitor(y) ∧ Monitor(z) ∧ FourK(x) ∧ OneOEightO(y) ∧ TwoK(z) → MoreExpensive(x, y) ∧ MoreExpensive(x, z))
Person(john)
∀x (Monitor(x) ∧ TwoK(x) → ¬HaveEnoughMoneyFor(john, x))","∀x (Monitor(x) ∧ TwoK(x) → ¬Buy(john, x))","all x (Is2kMonitor(x) -> -CanBuy(John, x))",True,Uncertain
246,"A laptop is a computer.
You can play games on a computer.
A phone is not a computer.",You can play games on a laptop.,"∀x (Laptop(x) → Computer(x))
∀x (Computer(x) → CanPlayGameOn(x))
∀x (Phone(x) → ¬Computer(x))",∀x (Laptop(x) → CanPlayGameOn(x)),all x (Laptop(x) -> CanPlayGamesOn(x)),True,Uncertain
251,"Miroslav Fiedler was a Czech mathematician.
Miroslav Fiedler is known for his contributions to linear algebra and graph theory.
Miroslav Fiedler is honored by the Fiedler eigenvalue.
Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.",Miroslav Fiedler is honored by the second smallest eigenvalue of the graph Laplacian.,"Czech(miroslavFiedler) ∧ Mathematician(miroslavFiedler)
KnownFor(miroslavFiedler, contributionsToLinearAlgebraAndGraphTheory)
HonoredBy(miroslavFiedler, fiedlerEigenvalue)
TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)","∃x (TheSecondSmallestEigenvalueOf(x, theGraphLaplacian) ∧ HonoredBy(miroslavFiedler, x))","HonoredBy(miroslavFiedler, secondSmallestEigenvalueOfGraphLaplacian)",True,Uncertain
252,"All tigers are cats.
No cats are dogs.
All Bengal tigers are tigers.
All huskies are dogs.
Fido is either a Bengal tiger or a cat.",Fido is not a husky.,"∀x (Tiger(x) → Cat(x))
∀x (Cat(x) → ¬Dog(x))
∀x (BengalTiger(x) → Tiger(x))
∀x (Husky(x) → Dog(x))
BengalTiger(fido) ⊕ Cat(fido)",¬Husky(fido),-Husky(Fido),True,Uncertain
253,"All tigers are cats.
No cats are dogs.
All Bengal tigers are tigers.
All huskies are dogs.
Fido is either a Bengal tiger or a cat.",Fido is a husky animal.,"∀x (Tiger(x) → Cat(x))
∀x (Cat(x) → ¬Dog(x))
∀x (BengalTiger(x) → Tiger(x))
∀x (Husky(x) → Dog(x))
BengalTiger(fido) ⊕ Cat(fido)",Husky(fido),Husky(Fido),False,Uncertain
254,"Miroslav Fiedler was a Czech mathematician.
Miroslav Fiedler is known for his contributions to linear algebra and graph theory.
Miroslav Fiedler is honored by the Fiedler eigenvalue.
Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.",A Czech mathematician is known for his contributions to linear algebra and graph theory.,"Czech(miroslavFiedler) ∧ Mathematician(miroslavFiedler)
KnownFor(miroslavFiedler, contributionsToLinearAlgebraAndGraphTheory)
HonoredBy(miroslavFiedler, fiedlerEigenvalue)
TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)","∃x (Czech(x) ∧ Mathematician(x) ∧ KnownFor(x, contributionsToLinearAlgebraAndGraphTheory))","exists x (CzechMathematician(x) & KnownForContributionsTo(x, linearAlgebra) & KnownForContributionsTo(x, graphTheory))",True,Uncertain
256,"All tigers are cats.
No cats are dogs.
All Bengal tigers are tigers.
All huskies are dogs.
Fido is either a Bengal tiger or a cat.",Fido is neither a dog nor a husky.,"∀x (Tiger(x) → Cat(x))
∀x (Cat(x) → ¬Dog(x))
∀x (BengalTiger(x) → Tiger(x))
∀x (Husky(x) → Dog(x))
BengalTiger(fido) ⊕ Cat(fido)",¬Dog(fido) ∧ ¬Husky(fido),(-Dog(Fido) & -Husky(Fido)),True,Uncertain
257,"Heptalogyy is a compound literary or narrative work that is made up of seven distinct works.
The Harry Potter series consists of 7 distinct works.
The Chronicles of Narnia consists of 7 distinct works.",The Harry Potter series of books is Heptalogy.,"∀x (SevenDistinctWorks(x) → Heptalogy(x))
SevenDistinctWorks(harryPotter)
SevenDistinctWorks(chroniclesOfNarnia)",Heptalogy(harryPotter),Heptalogy(harry_potter_series),True,Uncertain
